filename,sample_id,view_id,score,raw,coverage,gap_ratio,break_count,row_jitter,rule_hint,backend
14-9    20X.jpg,14,9,9,9.1327,0.8888,0.1112,4,39.4319,上下衔接的小区域紧凑衔接 (高分),cnn
15-7 20X.jpg,15,7,7,6.5472,0.915,0.085,3,44.4773,上下衔接较连续 (中高分),cnn
15-8  20X.jpg,15,8,7,6.6666,0.9625,0.0375,1,42.6508,上下衔接较连续 (中高分),cnn
15-9   20X.jpg,15,9,7,7.3876,0.9237,0.0763,4,37.1125,上下衔接较连续 (中高分),cnn
16-7 20X.jpg,16,7,7,7.0873,0.975,0.025,0,40.8062,上下衔接较连续 (中高分),cnn
16-8 20X.jpg,16,8,8,7.7976,0.9712,0.0288,0,49.5539,上下衔接较连续 (中高分),cnn
16-9   20X.jpg,16,9,6,5.619,0.9187,0.0813,2,34.8896,上下衔接的小区域排列散乱，即将断开 (中分),cnn
17-7 20X.jpg,17,7,8,7.5628,0.9163,0.0837,3,43.4521,上下衔接较连续 (中高分),cnn
17-8 20X.jpg,17,8,9,8.6634,0.9275,0.0725,2,42.4817,上下衔接的小区域紧凑衔接 (高分),cnn
17-9   20X.jpg,17,9,7,7.3202,0.9287,0.0713,2,44.2408,上下衔接较连续 (中高分),cnn
18-7  20X.jpg,18,7,8,8.2742,0.9725,0.0275,0,40.6527,上下衔接较连续 (中高分),cnn
18-8  20X.jpg,18,8,6,6.4498,0.945,0.055,2,41.6421,上下衔接的小区域排列散乱，即将断开 (中分),cnn
18-9   20X.jpg,18,9,8,7.6324,0.9313,0.0687,2,44.0445,上下衔接较连续 (中高分),cnn
19-7  20X.jpg,19,7,7,7.3089,0.9062,0.0938,2,35.3794,上下衔接较连续 (中高分),cnn
19-8 20X.jpg,19,8,6,6.4035,0.84,0.16,6,31.5863,上下衔接的小区域排列散乱，即将断开 (中分),cnn
19-9  20X.jpg,19,9,8,7.7529,0.9175,0.0825,4,37.4336,上下衔接较连续 (中高分),cnn
2-7 20X.jpg,2,7,7,6.6326,0.9563,0.0437,2,44.3184,上下衔接较连续 (中高分),cnn
2-8 20X.jpg,2,8,7,6.6997,0.9487,0.0513,1,44.4892,上下衔接较连续 (中高分),cnn
2-9   20X.jpg,2,9,7,7.2354,0.9762,0.0238,1,45.0903,上下衔接较连续 (中高分),cnn
20-7  20X.jpg,20,7,9,8.5308,0.9838,0.0162,0,43.6469,上下衔接的小区域紧凑衔接 (高分),cnn
20-8 20X.jpg,20,8,8,7.6351,0.92,0.08,2,45.0926,上下衔接较连续 (中高分),cnn
20-9   20X.jpg,20,9,7,7.373,0.9513,0.0487,1,46.0718,上下衔接较连续 (中高分),cnn
21-7  20X.jpg,21,7,5,5.4686,0.9463,0.0537,2,41.1675,上下衔接的小区域排列散乱，即将断开 (中分),cnn
21-8  20X.jpg,21,8,7,6.7923,0.9575,0.0425,2,39.0128,上下衔接较连续 (中高分),cnn
21-9   20X.jpg,21,9,7,7.3204,0.9363,0.0637,3,44.4805,上下衔接较连续 (中高分),cnn
22-7 20X.jpg,22,7,8,7.7054,0.9762,0.0238,1,46.1439,上下衔接较连续 (中高分),cnn
22-8  20X.jpg,22,8,7,6.5578,0.9587,0.0413,1,37.3542,上下衔接较连续 (中高分),cnn
22-9   20X.jpg,22,9,8,7.5006,0.9838,0.0162,0,37.3633,上下衔接较连续 (中高分),cnn
23-7 20X.jpg,23,7,7,7.1086,0.9163,0.0837,4,35.0153,上下衔接较连续 (中高分),cnn
23-8  20X.jpg,23,8,7,6.9218,0.9663,0.0337,1,38.0796,上下衔接较连续 (中高分),cnn
23-9  20X.jpg,23,9,7,7.3543,0.915,0.085,3,35.7982,上下衔接较连续 (中高分),cnn
24-7 20X.jpg,24,7,8,7.8895,0.9888,0.0112,0,43.6773,上下衔接较连续 (中高分),cnn
24-8   20X.jpg,24,8,8,7.7901,0.9675,0.0325,0,44.9158,上下衔接较连续 (中高分),cnn
24-9   20X.jpg,24,9,6,6.4027,0.9563,0.0437,2,43.0974,上下衔接的小区域排列散乱，即将断开 (中分),cnn
25-7 20X.jpg,25,7,7,6.5158,0.9337,0.0663,3,31.3748,上下衔接较连续 (中高分),cnn
25-8  20X.jpg,25,8,8,8.4037,0.9325,0.0675,3,28.9683,上下衔接较连续 (中高分),cnn
25-9    20X.jpg,25,9,9,9.3094,0.9313,0.0687,3,39.2984,上下衔接的小区域紧凑衔接 (高分),cnn
26-7 20X.jpg,26,7,7,6.5926,0.8988,0.1012,3,39.892,上下衔接较连续 (中高分),cnn
26-8   20X.jpg,26,8,6,6.2006,0.8875,0.1125,2,36.6995,上下衔接的小区域排列散乱，即将断开 (中分),cnn
26-9     20X.jpg,26,9,5,5.1445,0.9263,0.0737,4,41.8362,上下衔接的小区域排列散乱，即将断开 (中分),cnn
27-7 20X.jpg,27,7,4,4.1801,0.9475,0.0525,1,35.9882,上下衔接的小区域排列散乱，即将断开 (中分),cnn
27-8  20X.jpg,27,8,5,4.8581,0.8962,0.1038,3,31.9068,上下衔接的小区域排列散乱，即将断开 (中分),cnn
27-9  20X.jpg,27,9,6,5.967,0.93,0.07,3,39.6923,上下衔接的小区域排列散乱，即将断开 (中分),cnn
28-7  20X.jpg,28,7,8,7.9376,0.945,0.055,3,45.8976,上下衔接较连续 (中高分),cnn
28-8   20X.jpg,28,8,8,7.6,0.95,0.05,2,41.7817,上下衔接较连续 (中高分),cnn
28-9  20X.jpg,28,9,8,7.7047,0.9437,0.0563,1,43.9731,上下衔接较连续 (中高分),cnn
29-7  20X.jpg,29,7,9,8.8219,0.9625,0.0375,0,38.007,上下衔接的小区域紧凑衔接 (高分),cnn
29-8   20X.jpg,29,8,8,7.7103,0.9738,0.0262,0,47.6073,上下衔接较连续 (中高分),cnn
29-9  20X.jpg,29,9,8,8.2199,0.9337,0.0663,1,46.6351,上下衔接较连续 (中高分),cnn
3-7  20X.jpg,3,7,7,6.5213,0.9625,0.0375,2,36.3278,上下衔接较连续 (中高分),cnn
3-8 20X.jpg,3,8,5,4.7097,0.8775,0.1225,5,45.5239,上下衔接的小区域排列散乱，即将断开 (中分),cnn
3-9   20X.jpg,3,9,5,4.9909,0.9225,0.0775,5,41.5083,上下衔接的小区域排列散乱，即将断开 (中分),cnn
30-7  20X.jpg,30,7,6,5.5467,0.9325,0.0675,3,43.022,上下衔接的小区域排列散乱，即将断开 (中分),cnn
30-8  20X.jpg,30,8,7,6.9672,0.985,0.015,0,42.8186,上下衔接较连续 (中高分),cnn
30-9 20X.jpg,30,9,6,6.2317,0.9038,0.0962,3,43.338,上下衔接的小区域排列散乱，即将断开 (中分),cnn
31-7 20X.jpg,31,7,8,7.6293,0.9062,0.0938,3,47.9958,上下衔接较连续 (中高分),cnn
31-8 20X.jpg,31,8,6,6.4976,0.97,0.03,1,38.0452,上下衔接的小区域排列散乱，即将断开 (中分),cnn
31-9  20X.jpg,31,9,7,7.0736,0.9387,0.0613,2,42.1011,上下衔接较连续 (中高分),cnn
32-7 20X.jpg,32,7,7,7.0851,0.9,0.1,3,42.3118,上下衔接较连续 (中高分),cnn
32-8 20X.jpg,32,8,7,6.9947,0.9313,0.0687,3,38.6293,上下衔接较连续 (中高分),cnn
32-9  20X.jpg,32,9,6,5.5258,0.9463,0.0537,2,37.0381,上下衔接的小区域排列散乱，即将断开 (中分),cnn
33-7 20X.jpg,33,7,7,7.3651,0.93,0.07,4,42.2729,上下衔接较连续 (中高分),cnn
33-8  20X.jpg,33,8,7,7.268,0.9425,0.0575,2,39.2329,上下衔接较连续 (中高分),cnn
33-9  20X.jpg,33,9,9,8.594,0.9712,0.0288,0,44.7331,上下衔接的小区域紧凑衔接 (高分),cnn
34-7 20X.jpg,34,7,8,7.9496,0.965,0.035,2,45.7523,上下衔接较连续 (中高分),cnn
34-8 20X.jpg,34,8,8,8.2067,0.8912,0.1088,3,37.6048,上下衔接较连续 (中高分),cnn
34-9 20X.jpg,34,9,7,6.7607,0.9487,0.0513,2,40.1487,上下衔接较连续 (中高分),cnn
35-7 20X.jpg,35,7,4,4.2044,0.9187,0.0813,4,39.4098,上下衔接的小区域排列散乱，即将断开 (中分),cnn
35-8 20X.jpg,35,8,5,5.2346,0.9437,0.0563,1,39.803,上下衔接的小区域排列散乱，即将断开 (中分),cnn
35-9   20X.jpg,35,9,6,6.2168,0.9275,0.0725,3,39.4299,上下衔接的小区域排列散乱，即将断开 (中分),cnn
36-7 20X.jpg,36,7,6,6.3958,0.8925,0.1075,4,40.5894,上下衔接的小区域排列散乱，即将断开 (中分),cnn
36-8  20X.jpg,36,8,6,6.1769,0.9225,0.0775,2,37.4628,上下衔接的小区域排列散乱，即将断开 (中分),cnn
36-9  20X.jpg,36,9,5,5.3544,0.895,0.105,4,41.4533,上下衔接的小区域排列散乱，即将断开 (中分),cnn
37-7  20X.jpg,37,7,6,5.5947,0.8912,0.1088,5,40.0134,上下衔接的小区域排列散乱，即将断开 (中分),cnn
37-8  20X.jpg,37,8,7,6.5609,0.9812,0.0188,0,38.592,上下衔接较连续 (中高分),cnn
37-9 20X.jpg,37,9,6,5.5335,0.9613,0.0387,1,40.0126,上下衔接的小区域排列散乱，即将断开 (中分),cnn
38-7  20X.jpg,38,7,7,6.588,0.9575,0.0425,1,43.2087,上下衔接较连续 (中高分),cnn
38-8 20X.jpg,38,8,5,4.6754,0.915,0.085,2,42.1151,上下衔接的小区域排列散乱，即将断开 (中分),cnn
38-9 20X.jpg,38,9,8,7.7708,0.9513,0.0487,1,40.4173,上下衔接较连续 (中高分),cnn
39-7  20X.jpg,39,7,4,3.7303,0.9563,0.0437,2,41.0309,上下衔接的小区域排列散乱，即将断开 (中分),cnn
39-8   20X.jpg,39,8,5,5.0937,0.9137,0.0863,3,42.0072,上下衔接的小区域排列散乱，即将断开 (中分),cnn
39-9  20X.jpg,39,9,5,4.5981,0.9062,0.0938,4,40.5657,上下衔接的小区域排列散乱，即将断开 (中分),cnn
4-7 20X.jpg,4,7,7,6.5305,0.965,0.035,1,43.6477,上下衔接较连续 (中高分),cnn
4-8 20X.jpg,4,8,8,7.8054,0.9275,0.0725,2,45.0703,上下衔接较连续 (中高分),cnn
4-9    20X.jpg,4,9,8,7.6965,0.9688,0.0312,2,43.6419,上下衔接较连续 (中高分),cnn
40-7  20X.jpg,40,7,5,5.357,0.9563,0.0437,1,34.3411,上下衔接的小区域排列散乱，即将断开 (中分),cnn
40-8  20X.jpg,40,8,7,6.623,0.9038,0.0962,3,44.5207,上下衔接较连续 (中高分),cnn
40-9    20X.jpg,40,9,8,8.0449,0.9575,0.0425,1,43.1313,上下衔接较连续 (中高分),cnn
41-7 20X.jpg,41,7,6,6.2731,0.9762,0.0238,0,43.0092,上下衔接的小区域排列散乱，即将断开 (中分),cnn
41-8  20X.jpg,41,8,5,4.6025,0.9613,0.0387,1,41.9308,上下衔接的小区域排列散乱，即将断开 (中分),cnn
41-9  20X.jpg,41,9,5,4.6562,0.9563,0.0437,2,43.3315,上下衔接的小区域排列散乱，即将断开 (中分),cnn
42-7 20X.jpg,42,7,5,5.2685,0.9113,0.0887,3,41.3841,上下衔接的小区域排列散乱，即将断开 (中分),cnn
42-8 20X.jpg,42,8,7,6.6028,0.9137,0.0863,3,41.7029,上下衔接较连续 (中高分),cnn
42-9   20X.jpg,42,9,7,6.8778,0.9313,0.0687,2,43.862,上下衔接较连续 (中高分),cnn
43-7  20X.jpg,43,7,7,6.6154,0.9113,0.0887,3,42.848,上下衔接较连续 (中高分),cnn
43-8   20X.jpg,43,8,7,7.4113,0.9087,0.0913,3,40.4116,上下衔接较连续 (中高分),cnn
43-9   20X.jpg,43,9,8,7.9624,0.9363,0.0637,4,39.6622,上下衔接较连续 (中高分),cnn
44-7  20X.jpg,44,7,7,7.3411,0.945,0.055,2,44.4271,上下衔接较连续 (中高分),cnn
44-8  20X.jpg,44,8,7,6.9363,0.9038,0.0962,4,41.9722,上下衔接较连续 (中高分),cnn
44-9   20X.jpg,44,9,7,6.9071,0.9375,0.0625,3,40.9738,上下衔接较连续 (中高分),cnn
45-7  20X.jpg,45,7,2,2.3732,1.0,0.0,0,37.8807,上下衔接的小区域已经出现断层 (低分),cnn
45-8  20X.jpg,45,8,7,6.97,0.8912,0.1088,5,40.8312,上下衔接较连续 (中高分),cnn
45-9    20X.jpg,45,9,7,6.8793,0.9725,0.0275,1,43.5593,上下衔接较连续 (中高分),cnn
46-7 20X.jpg,46,7,6,6.3807,0.935,0.065,2,38.9228,上下衔接的小区域排列散乱，即将断开 (中分),cnn
46-8  20X.jpg,46,8,5,5.1329,0.93,0.07,3,40.7008,上下衔接的小区域排列散乱，即将断开 (中分),cnn
46-9  20X.jpg,46,9,6,5.5394,0.905,0.095,3,41.0035,上下衔接的小区域排列散乱，即将断开 (中分),cnn
47-7  20X.jpg,47,7,5,5.1336,0.8638,0.1362,5,37.0853,上下衔接的小区域排列散乱，即将断开 (中分),cnn
47-8  20X.jpg,47,8,6,5.6671,0.91,0.09,4,37.7572,上下衔接的小区域排列散乱，即将断开 (中分),cnn
47-9   20X.jpg,47,9,6,6.1846,0.9113,0.0887,3,44.3036,上下衔接的小区域排列散乱，即将断开 (中分),cnn
48-7  20X.jpg,48,7,8,8.2482,0.9788,0.0212,0,45.1258,上下衔接较连续 (中高分),cnn
48-8  20X.jpg,48,8,7,6.7075,0.9075,0.0925,3,44.6728,上下衔接较连续 (中高分),cnn
48-9  20X.jpg,48,9,9,9.0319,0.96,0.04,0,31.9895,上下衔接的小区域紧凑衔接 (高分),cnn
49-7  20X.jpg,49,7,7,6.9396,0.9613,0.0387,1,40.454,上下衔接较连续 (中高分),cnn
49-8  20X.jpg,49,8,7,6.9352,0.9225,0.0775,4,38.5401,上下衔接较连续 (中高分),cnn
49-9  20X.jpg,49,9,9,8.507,0.8975,0.1025,3,44.038,上下衔接的小区域紧凑衔接 (高分),cnn
5-7 20X.jpg,5,7,9,8.5669,0.905,0.095,3,36.6994,上下衔接的小区域紧凑衔接 (高分),cnn
5-8  20X.jpg,5,8,9,8.6522,0.9437,0.0563,2,44.6604,上下衔接的小区域紧凑衔接 (高分),cnn
5-9  20X.jpg,5,9,9,9.2732,0.9625,0.0375,1,46.7815,上下衔接的小区域紧凑衔接 (高分),cnn
50-7 20X.jpg,50,7,9,8.9407,0.95,0.05,1,35.9804,上下衔接的小区域紧凑衔接 (高分),cnn
50-8  20X.jpg,50,8,2,2.483,0.9113,0.0887,2,37.002,上下衔接的小区域已经出现断层 (低分),cnn
50-9  20X.jpg,50,9,10,9.6416,0.9925,0.0075,0,40.8015,上下衔接的小区域紧凑衔接 (高分),cnn
51-7 20X.jpg,51,7,9,8.7393,0.9175,0.0825,4,42.9714,上下衔接的小区域紧凑衔接 (高分),cnn
51-8  20X.jpg,51,8,8,8.2137,0.9125,0.0875,4,44.3058,上下衔接较连续 (中高分),cnn
51-9   20X.jpg,51,9,8,7.8664,0.95,0.05,2,46.4028,上下衔接较连续 (中高分),cnn
52-7  20X.jpg,52,7,4,3.9635,0.94,0.06,1,39.6818,上下衔接的小区域排列散乱，即将断开 (中分),cnn
52-8   20X.jpg,52,8,4,4.073,0.99,0.01,0,33.203,上下衔接的小区域排列散乱，即将断开 (中分),cnn
52-9   20X.jpg,52,9,6,6.3194,0.985,0.015,0,37.7203,上下衔接的小区域排列散乱，即将断开 (中分),cnn
53-7  20X.jpg,53,7,2,2.0525,0.9563,0.0437,2,36.5477,上下衔接的小区域已经出现断层 (低分),cnn
53-8   20X.jpg,53,8,4,3.843,0.9788,0.0212,0,36.3021,上下衔接的小区域排列散乱，即将断开 (中分),cnn
53-9   20X.jpg,53,9,6,5.5684,0.98,0.02,0,42.6715,上下衔接的小区域排列散乱，即将断开 (中分),cnn
54-7 20X.jpg,54,7,2,1.8131,0.9563,0.0437,1,37.6963,上下衔接的小区域已经出现断层 (低分),cnn
54-8   20X.jpg,54,8,2,1.772,0.955,0.045,1,38.6417,上下衔接的小区域已经出现断层 (低分),cnn
54-9   20X.jpg,54,9,2,2.0508,0.9375,0.0625,2,36.2267,上下衔接的小区域已经出现断层 (低分),cnn
55-7  20X.jpg,55,7,7,7.3966,0.905,0.095,4,41.5072,上下衔接较连续 (中高分),cnn
55-8   20X.jpg,55,8,7,7.2225,0.9625,0.0375,0,35.6025,上下衔接较连续 (中高分),cnn
55-9  20X.jpg,55,9,7,7.0735,0.9175,0.0825,3,41.595,上下衔接较连续 (中高分),cnn
56-7 20X.jpg,56,7,9,9.1018,0.97,0.03,2,42.3068,上下衔接的小区域紧凑衔接 (高分),cnn
56-8  20X.jpg,56,8,9,8.713,0.9337,0.0663,2,40.354,上下衔接的小区域紧凑衔接 (高分),cnn
56-9   20X.jpg,56,9,10,10.0,0.9513,0.0487,2,39.9962,上下衔接的小区域紧凑衔接 (高分),cnn
57-7 20X.jpg,57,7,9,8.7455,0.9263,0.0737,3,39.4036,上下衔接的小区域紧凑衔接 (高分),cnn
57-8  20X.jpg,57,8,9,8.8199,0.9525,0.0475,2,42.3817,上下衔接的小区域紧凑衔接 (高分),cnn
57-9   20X.jpg,57,9,9,9.3668,0.9263,0.0737,2,40.4105,上下衔接的小区域紧凑衔接 (高分),cnn
58-7  20X.jpg,58,7,4,4.2458,0.9213,0.0787,3,39.5178,上下衔接的小区域排列散乱，即将断开 (中分),cnn
58-8  20X.jpg,58,8,6,6.4526,0.9038,0.0962,3,39.715,上下衔接的小区域排列散乱，即将断开 (中分),cnn
58-9   20X.jpg,58,9,5,5.3827,0.9463,0.0537,2,36.1682,上下衔接的小区域排列散乱，即将断开 (中分),cnn
59-7  20X.jpg,59,7,8,7.5156,0.9437,0.0563,3,47.3697,上下衔接较连续 (中高分),cnn
59-8  20X.jpg,59,8,4,3.6792,0.9788,0.0212,1,34.1646,上下衔接的小区域排列散乱，即将断开 (中分),cnn
59-9   20X.jpg,59,9,3,2.9012,0.945,0.055,2,43.5695,上下衔接的小区域已经出现断层 (低分),cnn
6-7  20X.jpg,6,7,8,7.824,0.905,0.095,3,40.9291,上下衔接较连续 (中高分),cnn
6-8  20X.jpg,6,8,9,8.6375,0.94,0.06,2,38.7714,上下衔接的小区域紧凑衔接 (高分),cnn
6-9    20X.jpg,6,9,9,8.663,0.9313,0.0687,4,42.4741,上下衔接的小区域紧凑衔接 (高分),cnn
60-7  20X.jpg,60,7,2,1.9778,0.8975,0.1025,3,37.0798,上下衔接的小区域已经出现断层 (低分),cnn
60-8  20X.jpg,60,8,1,1.0,0.9175,0.0825,4,42.9467,上下衔接的小区域已经出现断层 (低分),cnn
60-9  20X.jpg,60,9,1,1.0,0.9175,0.0825,3,43.8772,上下衔接的小区域已经出现断层 (低分),cnn
61-7 20X.jpg,61,7,8,7.5597,0.9325,0.0675,2,39.2652,上下衔接较连续 (中高分),cnn
61-8  20X.jpg,61,8,8,8.4353,0.975,0.025,0,35.3566,上下衔接较连续 (中高分),cnn
61-9   20X.jpg,61,9,9,8.8101,0.9575,0.0425,0,37.422,上下衔接的小区域紧凑衔接 (高分),cnn
62-7  20X.jpg,62,7,10,10.0,0.93,0.07,3,38.9696,上下衔接的小区域紧凑衔接 (高分),cnn
62-8  20X.jpg,62,8,10,10.0,0.93,0.07,1,40.7728,上下衔接的小区域紧凑衔接 (高分),cnn
62-9  20X.jpg,62,9,9,9.4325,0.93,0.07,2,39.2966,上下衔接的小区域紧凑衔接 (高分),cnn
63-7  20X.jpg,63,7,8,7.8647,0.9463,0.0537,2,49.4327,上下衔接较连续 (中高分),cnn
63-8   20X.jpg,63,8,8,7.9476,0.895,0.105,2,46.6005,上下衔接较连续 (中高分),cnn
63-9   20X.jpg,63,9,7,7.1933,0.9038,0.0962,3,34.9055,上下衔接较连续 (中高分),cnn
7-7   20X.jpg,7,7,7,6.6653,0.9213,0.0787,2,38.6553,上下衔接较连续 (中高分),cnn
7-8 20X.jpg,7,8,6,6.015,0.9862,0.0138,0,35.2128,上下衔接的小区域排列散乱，即将断开 (中分),cnn
7-9   20X.jpg,7,9,4,4.1829,0.9712,0.0288,1,32.4256,上下衔接的小区域排列散乱，即将断开 (中分),cnn
8-7 20X.jpg,8,7,5,4.9855,0.8363,0.1637,7,30.2602,上下衔接的小区域排列散乱，即将断开 (中分),cnn
8-8 20X.jpg,8,8,5,5.4808,0.9163,0.0837,3,43.2127,上下衔接的小区域排列散乱，即将断开 (中分),cnn
8-9   20X.jpg,8,9,8,7.5087,0.965,0.035,1,39.0181,上下衔接较连续 (中高分),cnn
9-7 20X.jpg,9,7,6,5.6154,0.9738,0.0262,0,38.4294,上下衔接的小区域排列散乱，即将断开 (中分),cnn
9-8  20X.jpg,9,8,7,6.7157,0.9475,0.0525,1,36.5501,上下衔接较连续 (中高分),cnn
9-9   20X.jpg,9,9,7,7.1064,0.9663,0.0337,1,40.7074,上下衔接较连续 (中高分),cnn
